Transaction ID,Filtered Transaction
Tran3570,"Razors,  Razors"
Tran3571,"Milk ,  Toilet Paper,  Milk "
Tran3572," Razors ,  Dog Food,  Razors "
Tran3573,"Dog Food ,  Razors,  Razors"
Tran3574," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3575," Lotion,  Lotion,  Lotion"
Tran3576," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3578,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3579,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3580,"Laundry Detergent ,  Laundry Detergent "
Tran3581,"Paper Towels,  Paper Towels"
Tran3582,"Razors,  Razors"
Tran3583,"Razors,  Razors"
Tran3584,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3585," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3587,"Paper Towels,  Paper Towels"
Tran3588,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3589,"Laundry Detergent ,  Laundry Detergent "
Tran3590," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3591,"Milk ,  Paper Towels,  Paper Towels"
Tran3592," Razors ,  Dog Food,  Razors "
Tran3593," Razors ,  Dog Food,  Razors "
Tran3594," Dog Food,  Dog Food"
Tran3595,"Milk ,  Toilet Paper,  Milk "
Tran3596," Laundry Detergent ,  Dog Food"
Tran3597,"Milk ,  Toilet Paper,  Milk "
Tran3598," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3599," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3600," Razors ,  Dog Food,  Razors "
Tran3601,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3602,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3603,"Milk,  Milk"
Tran3604,"Milk ,  Paper Towels,  Paper Towels"
Tran3605,"Milk ,  Toilet Paper,  Milk "
Tran3606,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3607,"Milk ,  Paper Towels,  Paper Towels"
Tran3608,"Milk ,  Paper Towels,  Paper Towels"
Tran3609," Toilet Paper ,  Trash Bags,  Toilet Paper ,  Toilet Paper "
Tran3610," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3611," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3612," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3613,"Milk,  Milk"
Tran3614," Laundry Detergent ,  Dog Food"
Tran3615," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3616,"Milk ,  Paper Towels,  Paper Towels"
Tran3617,"Lotion ,  Milk,  Lotion "
Tran3618," Laundry Detergent ,  Dog Food"
Tran3619,"Razors,  Razors"
Tran3620," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3621,"Lotion ,  Milk,  Lotion "
Tran3622,"Milk ,  Toilet Paper,  Milk "
Tran3624,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3625,"Milk ,  Toilet Paper,  Milk ,  Milk "
Tran3626,"Laundry Detergent ,  Laundry Detergent "
Tran3627,"Milk ,  Paper Towels,  Paper Towels"
Tran3628," Laundry Detergent ,  Dog Food"
Tran3629,"Lotion ,  Milk,  Lotion "
Tran3630," Lotion,  Lotion"
Tran3631,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3632," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3633," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3634,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3635," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3636,"Paper Towels,  Paper Towels"
Tran3637,"Milk ,  Paper Towels,  Paper Towels,  Milk "
Tran3638,"Dog Food ,  Razors,  Razors"
Tran3640,"Milk ,  Paper Towels,  Paper Towels"
Tran3641," Dog Food,  Dog Food"
Tran3642,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3643,"Milk ,  Toilet Paper,  Milk "
Tran3644,"Milk ,  Toilet Paper,  Milk "
Tran3645,"Lotion ,  Milk,  Lotion "
Tran3646,"Laundry Detergent ,  Laundry Detergent "
Tran3647," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3648," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3649,"Milk ,  Paper Towels,  Paper Towels"
Tran3650," Dog Food,  Dog Food"
Tran3651," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3653," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3654,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3655,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3656,"Milk,  Milk"
Tran3657,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3658,"Milk,  Milk"
Tran3659," Laundry Detergent ,  Dog Food"
Tran3660," Lotion,  Lotion"
Tran3661,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3662,"Dog Food ,  Razors,  Razors"
Tran3663," Razors ,  Dog Food,  Razors "
Tran3664,"Paper Towels,  Paper Towels"
Tran3665," Razors ,  Dog Food,  Razors "
Tran3666," Lotion,  Lotion"
Tran3667,"Milk ,  Toilet Paper,  Milk "
Tran3668,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3669,"Milk ,  Paper Towels,  Paper Towels"
Tran3670,"Dog Food ,  Razors,  Razors"
Tran3671,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3672,"Razors,  Razors"
Tran3673," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3674," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3675," Laundry Detergent ,  Dog Food"
Tran3676,"Milk,  Milk"
Tran3677," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3678,"Dog Food ,  Razors,  Razors"
Tran3679,"Milk ,  Toilet Paper,  Milk "
Tran3680," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3682,"Paper Towels,  Paper Towels"
Tran3683,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3684,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3685,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3686,"Lotion ,  Milk,  Lotion ,  Milk"
Tran3687,"Milk ,  Toilet Paper,  Milk ,  Toilet Paper"
Tran3688," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3689," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3690," Laundry Detergent ,  Dog Food,  Dog Food"
Tran3691,"Laundry Detergent ,  Laundry Detergent "
Tran3692,"Milk ,  Toilet Paper,  Milk "
Tran3693," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3694,"Milk ,  Paper Towels,  Paper Towels"
Tran3697," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3698,"Milk,  Milk,  Milk"
Tran3699,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3700,"Dog Food ,  Razors,  Razors"
Tran3701,"Paper Towels,  Paper Towels"
Tran3702,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3703,"Dog Food ,  Razors,  Razors"
Tran3704,"Razors,  Razors"
Tran3706,"Laundry Detergent ,  Laundry Detergent "
Tran3708,"Dog Food ,  Razors,  Razors"
Tran3709," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3710," Razors ,  Dog Food,  Razors "
Tran3711,"Laundry Detergent ,  Laundry Detergent "
Tran3712," Lotion,  Lotion"
Tran3713,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3715,"Milk ,  Toilet Paper,  Milk "
Tran3716," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3717," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3718," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3719,"Milk ,  Toilet Paper,  Milk "
Tran3721,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3722,"Lotion ,  Milk,  Lotion "
Tran3723," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags ,  Trash Bags "
Tran3725,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3727,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3729," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3730,"Milk ,  Toilet Paper,  Milk "
Tran3731," Laundry Detergent ,  Dog Food"
Tran3732," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3733," Laundry Detergent ,  Dog Food"
Tran3734,"Dog Food ,  Razors,  Razors"
Tran3735,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3736," Lotion,  Lotion"
Tran3737,"Milk ,  Toilet Paper,  Milk "
Tran3738,"Laundry Detergent ,  Laundry Detergent ,  Laundry Detergent "
Tran3739,"Paper Towels,  Paper Towels"
Tran3740,"Milk ,  Paper Towels,  Paper Towels"
Tran3741,"Milk ,  Toilet Paper,  Milk "
Tran3742,"Laundry Detergent ,  Laundry Detergent "
Tran3743,"Lotion ,  Milk,  Lotion "
Tran3744,"Milk ,  Paper Towels,  Paper Towels"
Tran3745," Toilet Paper ,  Trash Bags,  Toilet Paper ,  Toilet Paper "
Tran3746," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3747,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3748,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3749," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3750," Lotion,  Lotion"
Tran3751," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3752,"Lotion ,  Milk,  Lotion ,  Milk"
Tran3753," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3755," Laundry Detergent ,  Dog Food"
Tran3756,"Milk ,  Toilet Paper,  Milk "
Tran3757," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3758," Dog Food,  Dog Food"
Tran3759,"Lotion ,  Milk,  Lotion "
Tran3760,"Milk,  Milk"
Tran3761," Lotion,  Lotion"
Tran3762,"Dog Food ,  Trash Bags ,  Trash Bags ,  Trash Bags "
Tran3764,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3766,"Laundry Detergent ,  Trash Bags,  Laundry Detergent ,  Trash Bags"
Tran3767,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3768,"Milk ,  Toilet Paper,  Milk "
Tran3769,"Milk,  Milk"
Tran3770," Lotion,  Lotion"
Tran3771,"Milk ,  Paper Towels,  Paper Towels"
Tran3773,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3774,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3776," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3777," Lotion,  Lotion"
Tran3778," Razors ,  Dog Food,  Razors "
Tran3779,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3781,"Dog Food ,  Razors,  Razors"
Tran3782,"Milk ,  Paper Towels,  Paper Towels"
Tran3783,"Laundry Detergent ,  Laundry Detergent "
Tran3784,"Lotion ,  Milk,  Lotion "
Tran3785,"Dog Food ,  Razors,  Razors"
Tran3786," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3787," Laundry Detergent ,  Dog Food,  Laundry Detergent "
Tran3788,"Dog Food ,  Razors,  Razors"
Tran3789," Dog Food,  Dog Food"
Tran3790,"Dog Food ,  Razors,  Razors"
Tran3791,"Milk ,  Paper Towels,  Paper Towels"
Tran3792,"Lotion ,  Milk,  Lotion "
Tran3793,"Laundry Detergent ,  Laundry Detergent "
Tran3794,"Milk ,  Toilet Paper,  Milk "
Tran3795,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3796," Lotion,  Lotion"
Tran3797,"Razors,  Razors"
Tran3798,"Milk,  Milk"
Tran3799,"Milk,  Milk"
Tran3800," Dog Food,  Dog Food"
Tran3801," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3802," Razors ,  Dog Food,  Razors "
Tran3804,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3805,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3806,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3807,"Lotion ,  Milk,  Lotion "
Tran3808,"Razors,  Razors"
Tran3809,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3810,"Laundry Detergent ,  Laundry Detergent "
Tran3811,"Milk ,  Toilet Paper,  Milk "
Tran3812,"Laundry Detergent ,  Laundry Detergent ,  Laundry Detergent "
Tran3813,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3814,"Milk,  Milk"
Tran3815,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3817,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3818,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3819,"Milk,  Milk"
Tran3820," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3821,"Razors,  Razors"
Tran3822,"Laundry Detergent ,  Laundry Detergent "
Tran3823,"Dog Food ,  Razors,  Razors"
Tran3824,"Razors,  Razors"
Tran3825,"Razors,  Razors"
Tran3826," Laundry Detergent ,  Dog Food"
Tran3828,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3829,"Lotion ,  Milk,  Lotion "
Tran3830,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3831,"Milk ,  Toilet Paper,  Milk "
Tran3832,"Laundry Detergent ,  Laundry Detergent "
Tran3833," Toilet Paper ,  Trash Bags,  Toilet Paper ,  Toilet Paper "
Tran3834,"Lotion ,  Milk,  Lotion "
Tran3835," Dog Food,  Dog Food"
Tran3836," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3837,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3839,"Laundry Detergent ,  Trash Bags,  Laundry Detergent ,  Trash Bags"
Tran3840,"Dog Food ,  Razors,  Razors"
Tran3841,"Dog Food ,  Razors,  Razors"
Tran3842,"Milk ,  Toilet Paper,  Milk ,  Toilet Paper"
Tran3843," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3844,"Milk ,  Toilet Paper,  Milk "
Tran3845," Razors ,  Dog Food,  Razors "
Tran3846,"Laundry Detergent ,  Laundry Detergent "
Tran3847,"Lotion ,  Milk,  Lotion "
Tran3848," Dog Food,  Dog Food"
Tran3850,"Milk ,  Toilet Paper,  Milk "
Tran3851,"Lotion ,  Milk,  Lotion "
Tran3852,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3853,"Milk,  Milk"
Tran3854," Razors ,  Dog Food,  Razors "
Tran3855,"Dog Food ,  Razors,  Razors"
Tran3856,"Dog Food ,  Razors,  Razors"
Tran3857,"Laundry Detergent ,  Laundry Detergent "
Tran3858," Dog Food,  Dog Food"
Tran3860," Lotion,  Lotion"
Tran3861,"Paper Towels,  Paper Towels"
Tran3863,"Paper Towels,  Paper Towels"
Tran3864,"Paper Towels,  Paper Towels"
Tran3865," Laundry Detergent ,  Dog Food"
Tran3866,"Lotion ,  Milk,  Lotion "
Tran3867," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3868,"Laundry Detergent ,  Laundry Detergent "
Tran3869,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk ,  Toilet Paper "
Tran3870," Laundry Detergent ,  Dog Food"
Tran3871,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3872," Laundry Detergent ,  Dog Food"
Tran3873,"Milk,  Milk"
Tran3874,"Lotion ,  Milk,  Lotion "
Tran3875,"Milk ,  Toilet Paper,  Milk "
Tran3876,"Dog Food ,  Razors,  Razors"
Tran3877,"Paper Towels,  Paper Towels"
Tran3878," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3879," Dog Food,  Dog Food"
Tran3880," Razors ,  Dog Food,  Razors "
Tran3881," Razors ,  Dog Food,  Razors "
Tran3882," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3883,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3884,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3885," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3886,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3888,"Milk ,  Paper Towels,  Paper Towels"
Tran3889," Dog Food,  Dog Food"
Tran3891," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3893,"Dog Food ,  Razors,  Razors"
Tran3894,"Laundry Detergent ,  Laundry Detergent "
Tran3895,"Milk ,  Paper Towels,  Paper Towels"
Tran3896,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3897," Razors ,  Dog Food,  Razors "
Tran3898,"Lotion ,  Milk,  Lotion "
Tran3899," Dog Food,  Dog Food"
Tran3900,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3901,"Milk ,  Toilet Paper,  Milk "
Tran3902,"Paper Towels,  Paper Towels"
Tran3903,"Milk ,  Toilet Paper,  Milk "
Tran3904,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk ,  Razors"
Tran3905,"Razors,  Razors"
Tran3906,"Milk ,  Paper Towels,  Paper Towels"
Tran3907,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3908,"Milk,  Milk"
Tran3909," Razors ,  Dog Food,  Razors "
Tran3910,"Razors,  Razors,  Razors"
Tran3911,"Milk ,  Paper Towels,  Paper Towels"
Tran3912," Razors ,  Dog Food,  Razors "
Tran3914,"Paper Towels,  Paper Towels"
Tran3915," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3916," Razors ,  Dog Food,  Razors "
Tran3917,"Milk,  Milk"
Tran3920,"Lotion ,  Milk,  Lotion "
Tran3921," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3922,"Dog Food ,  Razors,  Razors"
Tran3923,"Milk,  Milk"
Tran3924,"Milk,  Milk,  Milk"
Tran3926,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3927," Razors ,  Dog Food,  Razors "
Tran3928,"Milk ,  Paper Towels,  Paper Towels"
Tran3930," Lotion,  Lotion"
Tran3932,"Razors,  Razors"
Tran3933,"Paper Towels,  Paper Towels"
Tran3934," Lotion,  Lotion"
Tran3937," Dog Food,  Dog Food"
Tran3938," Dog Food,  Dog Food"
Tran3939,"Milk ,  Toilet Paper,  Milk "
Tran3940," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3941," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3942," Razors ,  Dog Food,  Razors "
Tran3943,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3944,"Razors,  Razors"
Tran3945,"Lotion ,  Milk,  Lotion "
Tran3946,"Razors,  Razors"
Tran3947,"Razors,  Razors"
Tran3948," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3949,"Paper Towels,  Paper Towels"
Tran3950," Laundry Detergent ,  Dog Food"
Tran3951,"Paper Towels,  Paper Towels"
Tran3952," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3953,"Milk,  Milk"
Tran3954,"Paper Towels,  Paper Towels"
Tran3955," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3956," Razors ,  Dog Food,  Razors "
Tran3957,"Milk ,  Toilet Paper,  Milk "
Tran3958,"Dog Food ,  Razors,  Razors"
Tran3959,"Razors,  Razors"
Tran3960,"Laundry Detergent ,  Laundry Detergent "
Tran3961," Lotion,  Lotion"
Tran3962," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3963," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3964,"Milk ,  Paper Towels,  Paper Towels"
Tran3965," Laundry Detergent ,  Dog Food"
Tran3966,"Lotion ,  Milk,  Lotion "
Tran3967,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3968,"Milk ,  Paper Towels,  Paper Towels"
Tran3969," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3970," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3971," Lotion,  Lotion"
Tran3972,"Milk ,  Paper Towels,  Paper Towels"
Tran3974," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3975,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3976,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3977,"Razors,  Razors"
Tran3978,"Dog Food ,  Razors,  Razors"
Tran3979,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3980,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3981,"Milk ,  Paper Towels,  Paper Towels"
Tran3982," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3983," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3984," Razors ,  Dog Food,  Razors "
Tran3985,"Paper Towels,  Paper Towels"
Tran3986,"Milk,  Milk"
Tran3987,"Paper Towels,  Paper Towels"
Tran3989," Dog Food,  Dog Food"
Tran3990,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3992,"Lotion ,  Milk,  Lotion "
Tran3993,"Milk ,  Toilet Paper,  Milk "
Tran3994,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3995," Razors ,  Dog Food,  Razors "
Tran3996," Lotion,  Lotion"
Tran3997,"Lotion ,  Milk,  Lotion "
Tran3998,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3999,"Paper Towels,  Paper Towels"
Tran4000,"Milk,  Milk"
Tran4001," Lotion,  Lotion"
Tran4002," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran4003," Lotion,  Lotion"
Tran4004,"Milk ,  Paper Towels,  Paper Towels"
Tran4005,"Milk ,  Paper Towels,  Paper Towels"
Tran4006,"Razors,  Razors"
Tran4007," Laundry Detergent ,  Dog Food"
Tran4008,"Dog Food ,  Razors,  Razors"
Tran4009,"Paper Towels,  Paper Towels"
Tran4010," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran4011," Lotion,  Lotion"
Tran4012,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran4013,"Lotion ,  Milk,  Lotion ,  Lotion "
Tran4014,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran4015," Razors ,  Dog Food,  Razors ,  Razors "
Tran4016,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran4017,"Milk ,  Paper Towels,  Paper Towels"
Tran4018," Razors ,  Dog Food,  Razors "
Tran4019,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran4020," Razors ,  Dog Food,  Razors "
Tran3021,"Razors,  Razors"
Tran3022,"Milk ,  Toilet Paper,  Milk "
Tran3023," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3024," Lotion,  Lotion"
Tran3025," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3026,"Milk ,  Toilet Paper,  Milk "
Tran3027,"Milk,  Milk"
Tran3028,"Milk,  Milk"
Tran3029," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3030,"Laundry Detergent ,  Laundry Detergent "
Tran3031,"Milk ,  Paper Towels,  Paper Towels"
Tran3032,"Milk ,  Toilet Paper,  Milk "
Tran3034,"Paper Towels,  Paper Towels"
Tran3035," Dog Food,  Dog Food"
Tran3036," Lotion,  Lotion,  Lotion"
Tran3037," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3038,"Milk,  Milk"
Tran3039,"Paper Towels,  Paper Towels"
Tran3040,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3041,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3042," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3043,"Razors,  Razors"
Tran3044," Laundry Detergent ,  Dog Food"
Tran3045,"Razors,  Razors,  Razors"
Tran3046,"Laundry Detergent ,  Laundry Detergent "
Tran3047,"Milk ,  Toilet Paper,  Milk "
Tran3048," Dog Food,  Dog Food"
Tran3049,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3050,"Paper Towels,  Paper Towels"
Tran3051," Dog Food,  Dog Food"
Tran3052," Laundry Detergent ,  Dog Food"
Tran3053," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3054,"Milk ,  Toilet Paper,  Milk "
Tran3055,"Paper Towels,  Paper Towels"
Tran3056," Dog Food,  Dog Food"
Tran3057,"Paper Towels,  Paper Towels"
Tran3058,"Milk ,  Toilet Paper,  Milk "
Tran3059," Laundry Detergent ,  Dog Food"
Tran3060,"Paper Towels,  Paper Towels"
Tran3061,"Milk,  Milk"
Tran3062,"Milk ,  Toilet Paper,  Milk "
Tran3063," Dog Food,  Dog Food,  Dog Food"
Tran3064," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3065," Dog Food,  Dog Food"
Tran3066,"Paper Towels,  Paper Towels"
Tran3067,"Razors,  Razors"
Tran3068," Dog Food,  Dog Food"
Tran3070," Laundry Detergent ,  Dog Food"
Tran3071," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3072," Laundry Detergent ,  Dog Food"
Tran3073,"Lotion ,  Milk,  Lotion "
Tran3074," Dog Food,  Dog Food"
Tran3075,"Lotion ,  Milk,  Lotion "
Tran3076,"Milk ,  Paper Towels,  Paper Towels"
Tran3077," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3078,"Paper Towels,  Paper Towels"
Tran3080,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3081,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3082,"Milk ,  Toilet Paper,  Milk ,  Milk "
Tran3083," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3084,"Dog Food ,  Razors,  Razors"
Tran3085," Lotion,  Lotion"
Tran3086," Dog Food,  Dog Food"
Tran3088,"Laundry Detergent ,  Laundry Detergent ,  Laundry Detergent "
Tran3089," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3090," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3091," Toilet Paper ,  Trash Bags,  Toilet Paper ,  Toilet Paper "
Tran3092," Lotion,  Lotion"
Tran3093,"Lotion ,  Milk,  Lotion ,  Milk"
Tran3094,"Milk,  Milk"
Tran3095,"Dog Food ,  Razors,  Razors"
Tran3096,"Milk ,  Paper Towels,  Paper Towels"
Tran3097," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3098,"Milk ,  Paper Towels,  Paper Towels"
Tran3099,"Milk ,  Toilet Paper,  Milk "
Tran3100,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3101," Lotion,  Lotion"
Tran3102," Dog Food,  Dog Food,  Dog Food"
Tran3103,"Milk ,  Paper Towels,  Paper Towels"
Tran3104,"Razors,  Razors"
